comment,cleaned_comment,score1,score2
"说几点自己的想法，仅代表个人！一个是 尊重女性是对的，但是目前嘉宾女士对国内国外男生的感受就是，国内男生提供不了最后的感受需求和外在需求，比如她觉得外国帅哥太多了，然后国内男生不会说话，会用套路。我不太确定国内男生是真的用套路，还是就是太直了。但是外国男生的帅气加成，异国属性加成，还有国外男生不会像国内男生一样有结婚的想法(就是纯那啥)，聊天更加直接，不会对女性强加上配偶的各种包袱等等的加成，肯定相处中体验会差距明显。而且女生也还处在体验谈恋爱的新鲜感上，只能说原来好看的女生真的会有那么多人追，还有国内也有很多优秀的男生。其实国内男生也不希望有一种传统包袱压在身上，国内长久的文化就是这样。
还有一个是女生也会在狠人讨论恋爱经历的时候，会隐瞒自己的恋爱经历，说真的感觉，有一种既然选择自由，却又没有勇气去面对的感觉。情侣互相坦诚很重要，，别欺负老实人啊。","说几点自己的想法，仅代表个人！一个是 尊重女性是对的，但是目前嘉宾女士对国内国外男生的感受就是，国内男生提供不了最后的感受需求和外在需求，比如她觉得外国帅哥太多了，然后国内男生不会说话，会用套路。我不太确定国内男生是真的用套路，还是就是太直了。但是外国男生的帅气加成，异国属性加成，还有国外男生不会像国内男生一样有结婚的想法(就是纯那啥)，聊天更加直接，不会对女性强加上配偶的各种包袱等等的加成，肯定相处中体验会差距明显。而且女生也还处在体验谈恋爱的新鲜感上，只能说原来好看的女生真的会有那么多人追，还有国内也有很多优秀的男生。其实国内男生也不希望有一种传统包袱压在身上，国内长久的文化就是这样。
还有一个是女生也会在狠人讨论恋爱经历的时候，会隐瞒自己的恋爱经历，说真的感觉，有一种既然选择自由，却又没有勇气去面对的感觉。情侣互相坦诚很重要，，别欺负老实人啊。",0.3594573740249155,1.0
我想问一下三肥，男生净身高179在你们眼里算矮吗，我之前被我前女友嫌弃各种嫌弃，包括矮[无语],我想问一下三肥，男生净身高179在你们眼里算矮吗，我之前被我前女友嫌弃各种嫌弃，包括矮,0.3594573740249155,1.0
感觉我们只看到表面，我们看到了男主对女主的关心，但是女生对男生的爱我们却闭口不提。彼此说你看别人家对象怎么怎么样，却从来不想别人对象对对象是什么样子的。,感觉我们只看到表面，我们看到了男主对女主的关心，但是女生对男生的爱我们却闭口不提。彼此说你看别人家对象怎么怎么样，却从来不想别人对象对对象是什么样子的。,0.3594573740249155,1.0
男的是不是都觉得这个男的这么好是因为他老婆对他很好，其实根本就不是，只能说这个男的很好就是换一个女的他也会很好，我身边有一个女生跟她老公初一开始谈，如果不是这个男生对她这么好她早就自杀了，手臂有很多自杀的口子，这个男生从初一开始陪着她每天接送包吃喝，后天女生去读了个大专男生出去打工负责她的学费和生活费，现在她们25岁了，这个女生从来没有上过班没有做过饭，这个男生从初一开始身上只要有钱都给她了家务全包，这个女生什么都没有做过，拖到去年才结婚是因为女方家里不同意，要20万现金彩礼➕一套房，去年男方才做到的，房子写的女生一个人的名字，可能好多人不信可能有人骂我，但是我说的都是真的，只不过很多女生遇不到这样的。,男的是不是都觉得这个男的这么好是因为他老婆对他很好，其实根本就不是，只能说这个男的很好就是换一个女的他也会很好，我身边有一个女生跟她老公初一开始谈，如果不是这个男生对她这么好她早就自杀了，手臂有很多自杀的口子，这个男生从初一开始陪着她每天接送包吃喝，后天女生去读了个大专男生出去打工负责她的学费和生活费，现在她们25岁了，这个女生从来没有上过班没有做过饭，这个男生从初一开始身上只要有钱都给她了家务全包，这个女生什么都没有做过，拖到去年才结婚是因为女方家里不同意，要20万现金彩礼➕一套房，去年男方才做到的，房子写的女生一个人的名字，可能好多人不信可能有人骂我，但是我说的都是真的，只不过很多女生遇不到这样的。,0.3594573740249155,1.0
所以什么品质的女生配被这样子对待，还是觉得是个女的就配了？,所以什么品质的女生配被这样子对待，还是觉得是个女的就配了？,0.0,0.4632039205553255
现在最难的…是我觉得很难碰上男生…上班之后社交也比较少了，大多数是下班累了和女性朋友去喝喝酒，可能也和自己的交友圈有关就是很难碰上男生，但工作之后就是很难把精力去分散在去认识男生上…大家都怎么认识男生啊,现在最难的…是我觉得很难碰上男生…上班之后社交也比较少了，大多数是下班累了和女性朋友去喝喝酒，可能也和自己的交友圈有关就是很难碰上男生，但工作之后就是很难把精力去分散在去认识男生上…大家都怎么认识男生啊,0.3594573740249155,1.0
"廉价行为其实蛮好判断的，就是看他不缺什么和缺什么。比如对一个不富有的男生，他愿意花他大半个月的生活费，假如是1000块，给你买生日礼物，而你生活比较富裕，就可能会觉得一千很廉价，但对于这个男生，这已经是很大的付出。
再比如，一个性格很温柔的男生，对朋友都十分细心周到，那么比如在生理期泡糖水、下雨天送伞这种，可能就不能当做是爱的证明，因为对别人也许他也会这么做，这种行为对于温柔属性的他，就不是稀缺资源。","廉价行为其实蛮好判断的，就是看他不缺什么和缺什么。比如对一个不富有的男生，他愿意花他大半个月的生活费，假如是1000块，给你买生日礼物，而你生活比较富裕，就可能会觉得一千很廉价，但对于这个男生，这已经是很大的付出。
再比如，一个性格很温柔的男生，对朋友都十分细心周到，那么比如在生理期泡糖水、下雨天送伞这种，可能就不能当做是爱的证明，因为对别人也许他也会这么做，这种行为对于温柔属性的他，就不是稀缺资源。",0.3594573740249155,0.4320558161628193
我有点好奇大家都是怎么喜欢上一个男生的啊…我感觉好多人尤其是大学里的同学，想谈恋爱了随随便便就能找到。我常见到的套路是，男生找女生聊天，然后差不多聊一个月左右就确定关系（多数情况下会更快），这种真的有爱吗[笑哭]我感觉我很难对异性产生好感，而且为数不多的常聊天的男生都会变成我的兄弟[笑哭],我有点好奇大家都是怎么喜欢上一个男生的啊…我感觉好多人尤其是大学里的同学，想谈恋爱了随随便便就能找到。我常见到的套路是，男生找女生聊天，然后差不多聊一个月左右就确定关系（多数情况下会更快），这种真的有爱吗我感觉我很难对异性产生好感，而且为数不多的常聊天的男生都会变成我的兄弟,0.3594573740249155,1.0
之前相亲，一直是93 92甚至91的，基本都对我爱答不理，我一直以为是女生内向，最后就不聊了，删了，现在遇到一个97的，性格也内向，但是我俩就很能聊，情人节送礼物人家都收，还给我回礼，马上就要成了。真的是奉劝各位男生，年纪超过28岁的女生，就不要太上心了，加个微信，聊两句，对方不主动直接删，下一个,之前相亲，一直是93 92甚至91的，基本都对我爱答不理，我一直以为是女生内向，最后就不聊了，删了，现在遇到一个97的，性格也内向，但是我俩就很能聊，情人节送礼物人家都收，还给我回礼，马上就要成了。真的是奉劝各位男生，年纪超过28岁的女生，就不要太上心了，加个微信，聊两句，对方不主动直接删，下一个,0.3594573740249155,1.0
很奇怪，现在不管男女，你结婚也好，不结婚也好，正常的应该是从自身生活和发展去考虑的，而不是像小敏说的，因为男生不惯着女生了所以女生想通了，那这不就是妥协么，你女生想通的前提是建立在男生身上，那大概率结婚还是过不好。而且现在那些小年轻表面说着不在意，真到结婚算的比谁都狠，今年单位进来个20多岁的男同事，这婚结的，订婚6万8，结婚10万，一套房子，一辆新车，家里有车都不行，必须得新的，基本把他家榨干了，我听完都蒙了，我问你周围的小伙伴都是这样吗，他说他这年龄段的都是这，虽然经常在网上看天价彩礼啥的，不过毕竟没有身边真实的有冲击力，我们这也就是个四线小城市，真的离谱。我就是标准90后，91的，我那时候结婚老婆那边就没要彩礼，还是我主动给的，然后又带回来了，我们那时候的同学朋友啥的基本都没这种这么榨对方的，所以我就想不通他为啥要结婚，因为他结婚前就因为这事儿心里不爽了，结完婚能过好才有鬼了。还有为啥现在很多妈宝男，你女生都把人家榨干了，啥东西都父母出的，他敢不听父母的，能单独负担起这种彩礼的，就像小敏说的，为啥要找你？所以我真想不通现在那些小年轻咋想的，感觉还是受抖音小红书微博这些影响的，我是就没碰过这仨东西[笑哭],很奇怪，现在不管男女，你结婚也好，不结婚也好，正常的应该是从自身生活和发展去考虑的，而不是像小敏说的，因为男生不惯着女生了所以女生想通了，那这不就是妥协么，你女生想通的前提是建立在男生身上，那大概率结婚还是过不好。而且现在那些小年轻表面说着不在意，真到结婚算的比谁都狠，今年单位进来个20多岁的男同事，这婚结的，订婚6万8，结婚10万，一套房子，一辆新车，家里有车都不行，必须得新的，基本把他家榨干了，我听完都蒙了，我问你周围的小伙伴都是这样吗，他说他这年龄段的都是这，虽然经常在网上看天价彩礼啥的，不过毕竟没有身边真实的有冲击力，我们这也就是个四线小城市，真的离谱。我就是标准90后，91的，我那时候结婚老婆那边就没要彩礼，还是我主动给的，然后又带回来了，我们那时候的同学朋友啥的基本都没这种这么榨对方的，所以我就想不通他为啥要结婚，因为他结婚前就因为这事儿心里不爽了，结完婚能过好才有鬼了。还有为啥现在很多妈宝男，你女生都把人家榨干了，啥东西都父母出的，他敢不听父母的，能单独负担起这种彩礼的，就像小敏说的，为啥要找你？所以我真想不通现在那些小年轻咋想的，感觉还是受抖音小红书微博这些影响的，我是就没碰过这仨东西,0.3594573740249155,1.0
我99年的，现在后悔的就是听信了家里人说的读书期间不要谈恋爱，现在土木工作了更没有圈子接触妹子，彻底失去了怎么与女生交往的能力，悔不当初,我99年的，现在后悔的就是听信了家里人说的读书期间不要谈恋爱，现在土木工作了更没有圈子接触妹子，彻底失去了怎么与女生交往的能力，悔不当初,0.3594573740249155,1.0
上海女生怎么会嫁给外地人，真的有点难以相信,上海女生怎么会嫁给外地人，真的有点难以相信,0.3594573740249155,1.0
看起来男生的缺点比较多，但是一个大姨妈就把我整死，我宁愿少活五年当个男生[呆][呆],看起来男生的缺点比较多，但是一个大姨妈就把我整死，我宁愿少活五年当个男生,0.0,0.33622659986374615
一句话概括现在女生的情况：向上高攀无门，平配又不甘心,一句话概括现在女生的情况：向上高攀无门，平配又不甘心,0.0,1.0
你的圈层太low了，现在优秀的男生对另一半的需求也是全方位的，或者干脆就不打算婚姻，睡觉当然可以向下兼容，现在真正的男女矛盾是高质量男性不想结婚，而所有女性都想找高质量男生结婚的供需错位矛盾。,你的圈层太low了，现在优秀的男生对另一半的需求也是全方位的，或者干脆就不打算婚姻，睡觉当然可以向下兼容，现在真正的男女矛盾是高质量男性不想结婚，而所有女性都想找高质量男生结婚的供需错位矛盾。,0.3594573740249155,1.0
现在的环境就是，男生择偶只要求（或极端看重）女生的先天条件（颜值与年龄），这就导致一部分女性无论后天怎么努力，都早已被排除在选择之外,现在的环境就是，男生择偶只要求（或极端看重）女生的先天条件（颜值与年龄），这就导致一部分女性无论后天怎么努力，都早已被排除在选择之外,0.3594573740249155,1.0
我和日本男生聊天[辣眼睛]他经常几小时回我一次……嘛偶尔也会有秒回我的时候……,我和日本男生聊天他经常几小时回我一次……嘛偶尔也会有秒回我的时候……,0.3594573740249155,0.4320558161628193
虽然没有谈恋爱的经历，但是平时跟朋友一起去聚餐（包括男生），大家都是AA的！身边有谈恋爱的朋友跟男朋友也基本是AA，不会让男生吃亏的那种，情人节送礼物都是男女生交换礼物，而且女生还会斟酌着送同等价值的礼物。感觉跟视频说得有点不一样,虽然没有谈恋爱的经历，但是平时跟朋友一起去聚餐（包括男生），大家都是AA的！身边有谈恋爱的朋友跟男朋友也基本是AA，不会让男生吃亏的那种，情人节送礼物都是男女生交换礼物，而且女生还会斟酌着送同等价值的礼物。感觉跟视频说得有点不一样,0.3594573740249155,0.33622659986374615
去年十一月我和对象吵架，他就找了别的女生网友聊天，最近见面我才发现，不过他已经把那些女生删了，一直和我道歉也说自己不会这样了，我也不知道该怎么办了,去年十一月我和对象吵架，他就找了别的女生网友聊天，最近见面我才发现，不过他已经把那些女生删了，一直和我道歉也说自己不会这样了，我也不知道该怎么办了,0.3594573740249155,1.0
不是说男生共情不了女生，是人和人之间的差异，成长环境，经历的事情不一样，是人和人之间，不是男与女之间，而且不是所有女生都日久生情的，我如果不喜欢对方就不可能培养出来感情，只会因为对方对我好而感到烦，不要太刻板印象啦,不是说男生共情不了女生，是人和人之间的差异，成长环境，经历的事情不一样，是人和人之间，不是男与女之间，而且不是所有女生都日久生情的，我如果不喜欢对方就不可能培养出来感情，只会因为对方对我好而感到烦，不要太刻板印象啦,0.3594573740249155,0.33622659986374615
有一个男生和一个女生追我qwq我该怎么办···他们经常因为我关系很差qwq,有一个男生和一个女生追我qwq我该怎么办···他们经常因为我关系很差qwq,0.3594573740249155,1.0
那怎么办？我好像是用下半身思考的女生。,那怎么办？我好像是用下半身思考的女生。,0.0,0.4320558161628193
男人专注自身变强就行了，等你某方面强大到自信了自然不缺女人，说简单点学习好或者打游戏好都能吸引女生 ，当然更直观的还是挣钱厉害最好[奥比岛_点赞],男人专注自身变强就行了，等你某方面强大到自信了自然不缺女人，说简单点学习好或者打游戏好都能吸引女生 ，当然更直观的还是挣钱厉害最好,0.40159477065724175,0.4632039205553255
我发现很多人不理解那句:“男同志再有钱，不给女同志花，这个男人不值得依靠。”  “男同志再有钱” 这个“再”字说明这个人是很有钱的人，在恋爱或结婚期间却不愿意给另一半花钱，你们觉得这男的靠谱吗？会找这样的男生吗？  我感觉阿姨是在建议女生找男友找老公不要看钱找 而是看这个人。,我发现很多人不理解那句:“男同志再有钱，不给女同志花，这个男人不值得依靠。”  “男同志再有钱” 这个“再”字说明这个人是很有钱的人，在恋爱或结婚期间却不愿意给另一半花钱，你们觉得这男的靠谱吗？会找这样的男生吗？  我感觉阿姨是在建议女生找男友找老公不要看钱找 而是看这个人。,0.3594573740249155,1.0
"4岁   睡前给她讲故事
6岁   让我想想
7岁   要夸她好看
9岁   别拽女孩子辫子啦
10岁  动不动就哭的男生长大肯定没有出息
12岁  多洗头，用去屑的洗发水
13岁  喜欢一个人应该就要像跟屁虫一样跟着她【✘】
15岁  不要吃她偶像的醋
16岁  不要做中央空调
17岁  别整天打扮的花里胡哨很social的样子
18岁 在一起的先决条件只有两个，第一是，她是你最喜欢的，第二，她也是这么想【✘】
19岁  不要在女生面前说脏话
20岁  不要在分手的时候选择纠缠
21岁  礼物直接送，别问要不要
23岁  妈宝男就别谈恋爱了，你和你妈过吧【✔】
24岁  当你在审视她的身材，她也在审视你的人品
25岁  可爱和性感不止一种，希望你有欣赏的能力
26岁  玩探探的女孩怎么了【应该是广告】
27岁  当一些鸡毛蒜皮她都愿意和你分享的时候，潜台词都是，我喜欢你
28岁  女生的真诚程度和她的前任数量没有直接关系
29岁  别杠，杠就是她对【✘】
30岁 女生答应和你看电影，不代表她会和你回家
33岁  风雨来的时候你不一定要站在她身前，但一定要站在她身边【✔】
36岁  希望你喜欢的是她这个人，而不是她的工作稳定，适合结婚【✔】
37岁  如果到了三十多岁还没有遇到自己喜欢的，那就继续等下去【✔】
39岁  说谎最糟糕的部分是，你爱的人她相信了
43岁  自己挺着啤酒肚，还好意思嫌女人腰粗【✔】
44岁  结婚是为了幸福，离婚也是【✔】
45岁  下班出去吃个饭很正常，但你要提前告诉她呀
46岁  男同志再有钱，不给女同胞花，这个男人不值得依靠【✘，有点绝对了】
49岁  父母和孩子都会离开你的，只有她才是这辈子陪伴你最长久的人【✔，男女一样】
51岁  等你老了就会明白，年轻时候担心的很多事，根本就不会发生【我现在不知道这句话是不是真的，但是这句话真的很温暖】
52岁  不要总是嫌女人斤斤计较，要不你去菜市场买个菜试试
54岁  20年前我也是不婚主义
58岁  我现在一个人，但我仍然相信爱情
59岁  女人很需要仪式感的
60岁  别把家庭当旅馆【✔】
61岁  第一次见面别穿的像遛弯似的
62岁  谈恋爱的时候帮她拎包，结完婚之后帮她拎菜
63岁  你可以帮她出主意，但不能替她做决定【✔，这个观点很好啊，男女适用】
64岁  陪她一起跳跳广场舞","4岁   睡前给她讲故事
6岁   让我想想
7岁   要夸她好看
9岁   别拽女孩子辫子啦
10岁  动不动就哭的男生长大肯定没有出息
12岁  多洗头，用去屑的洗发水
13岁  喜欢一个人应该就要像跟屁虫一样跟着她【✘】
15岁  不要吃她偶像的醋
16岁  不要做中央空调
17岁  别整天打扮的花里胡哨很social的样子
18岁 在一起的先决条件只有两个，第一是，她是你最喜欢的，第二，她也是这么想【✘】
19岁  不要在女生面前说脏话
20岁  不要在分手的时候选择纠缠
21岁  礼物直接送，别问要不要
23岁  妈宝男就别谈恋爱了，你和你妈过吧【✔】
24岁  当你在审视她的身材，她也在审视你的人品
25岁  可爱和性感不止一种，希望你有欣赏的能力
26岁  玩探探的女孩怎么了【应该是广告】
27岁  当一些鸡毛蒜皮她都愿意和你分享的时候，潜台词都是，我喜欢你
28岁  女生的真诚程度和她的前任数量没有直接关系
29岁  别杠，杠就是她对【✘】
30岁 女生答应和你看电影，不代表她会和你回家
33岁  风雨来的时候你不一定要站在她身前，但一定要站在她身边【✔】
36岁  希望你喜欢的是她这个人，而不是她的工作稳定，适合结婚【✔】
37岁  如果到了三十多岁还没有遇到自己喜欢的，那就继续等下去【✔】
39岁  说谎最糟糕的部分是，你爱的人她相信了
43岁  自己挺着啤酒肚，还好意思嫌女人腰粗【✔】
44岁  结婚是为了幸福，离婚也是【✔】
45岁  下班出去吃个饭很正常，但你要提前告诉她呀
46岁  男同志再有钱，不给女同胞花，这个男人不值得依靠【✘，有点绝对了】
49岁  父母和孩子都会离开你的，只有她才是这辈子陪伴你最长久的人【✔，男女一样】
51岁  等你老了就会明白，年轻时候担心的很多事，根本就不会发生【我现在不知道这句话是不是真的，但是这句话真的很温暖】
52岁  不要总是嫌女人斤斤计较，要不你去菜市场买个菜试试
54岁  20年前我也是不婚主义
58岁  我现在一个人，但我仍然相信爱情
59岁  女人很需要仪式感的
60岁  别把家庭当旅馆【✔】
61岁  第一次见面别穿的像遛弯似的
62岁  谈恋爱的时候帮她拎包，结完婚之后帮她拎菜
63岁  你可以帮她出主意，但不能替她做决定【✔，这个观点很好啊，男女适用】
64岁  陪她一起跳跳广场舞",0.7361487306815024,1.0
真的很討厭男生的一個固化思維-女生就是需要男生保護的小花，真的很討厭，愛情本來就要有各自獨立的空間，也不要把另一半想像的多麼柔弱多麼脆弱，丫的，我沒死呢就要開始一手包辦我的人生了，真的很討厭[doge],真的很討厭男生的一個固化思維-女生就是需要男生保護的小花，真的很討厭，愛情本來就要有各自獨立的空間，也不要把另一半想像的多麼柔弱多麼脆弱，丫的，我沒死呢就要開始一手包辦我的人生了，真的很討厭,0.3594573740249155,1.0
在一段正常的关系中，女生做这些事不都是很理所当然的吗，却被觉得是“科幻片”，多少有些悲哀。不过能以男生的角度拍出来这样的视频，也是一种进步w，挺好的。,在一段正常的关系中，女生做这些事不都是很理所当然的吗，却被觉得是“科幻片”，多少有些悲哀。不过能以男生的角度拍出来这样的视频，也是一种进步w，挺好的。,0.3594573740249155,1.0
我就是视频这样的男生，但我前任一直觉得我穷，嫌弃我这不好那不好，从来没有请过我吃饭或者是别的，然后我因为这些事对她态度也很差，她对我态度也不好，最终她就把我甩了。我就想要一个双向付出的恋爱，而不是单方面嫌弃我的女生。,我就是视频这样的男生，但我前任一直觉得我穷，嫌弃我这不好那不好，从来没有请过我吃饭或者是别的，然后我因为这些事对她态度也很差，她对我态度也不好，最终她就把我甩了。我就想要一个双向付出的恋爱，而不是单方面嫌弃我的女生。,0.3594573740249155,1.0
"这视频里男生能做到的，我都能做到，而且觉得本就应该如此，相互理解，相互分担，无顾虑且直接地表达自己的爱意。

但这样的女生，还没有遇到，再等等吧，不着急。[脱单doge]","这视频里男生能做到的，我都能做到，而且觉得本就应该如此，相互理解，相互分担，无顾虑且直接地表达自己的爱意。

但这样的女生，还没有遇到，再等等吧，不着急。",0.3594573740249155,1.0
"啊哈哈哈，科幻片，女朋友老是拿抖音里宣传有利女性的要求来要求我。
1.女朋友跟你作是爱你的表现，真正爱你的男人会包容你的一切
2.吵架的时候不管是谁的错，男生都要先低头，不然他肯定不够爱你。
3.永远不要跟女生讲道理，哄就完了，得包容她的所有小脾气。
4.真爱就是要包容她的所有，宠着她，发脾气他会永远耐心哄你，你做错事了他也永远不舍得生你的气，只会默默处理好后续事情，轻而易举地原谅你。
5.你负责挣钱养家，我负责貌美如花，我打扮漂亮还不是为了给你争面子
6.有心者不用教，无心者教不会，说了你也不懂。
7.你是不是觉得你为我做了很多？你都做过点啥？
8.看你表现吧
9.下一个更好，下一个更乖。
10.嫁给把你当女儿宠的男人，把女朋友宠上天的男人最有责任感
11.结婚后工资全部交给老婆保管
12.恋爱里男女是不平等的，男生就应该多照顾女生，女生应该有特权。","啊哈哈哈，科幻片，女朋友老是拿抖音里宣传有利女性的要求来要求我。
1.女朋友跟你作是爱你的表现，真正爱你的男人会包容你的一切
2.吵架的时候不管是谁的错，男生都要先低头，不然他肯定不够爱你。
3.永远不要跟女生讲道理，哄就完了，得包容她的所有小脾气。
4.真爱就是要包容她的所有，宠着她，发脾气他会永远耐心哄你，你做错事了他也永远不舍得生你的气，只会默默处理好后续事情，轻而易举地原谅你。
5.你负责挣钱养家，我负责貌美如花，我打扮漂亮还不是为了给你争面子
6.有心者不用教，无心者教不会，说了你也不懂。
7.你是不是觉得你为我做了很多？你都做过点啥？
8.看你表现吧
9.下一个更好，下一个更乖。
10.嫁给把你当女儿宠的男人，把女朋友宠上天的男人最有责任感
11.结婚后工资全部交给老婆保管
12.恋爱里男女是不平等的，男生就应该多照顾女生，女生应该有特权。",0.5350482592176715,1.0
