comment,cleaned_comment,score1,score2,combined_score
实话说学历差距大听上去是没什么但是真生活了差距还是大的…毕竟学习真的不是无用功 精神世界会很不同,实话说学历差距大听上去是没什么但是真生活了差距还是大的…毕竟学习真的不是无用功 精神世界会很不同,0.3594573740249155,0.33622659986374615,0.42608179770299254
我交际圈挺窄的，到了大三没什么活动，周围就更没什么男生了。今天上午学校吐槽墙上有个男生征友，条件还蛮好[捂眼]室友怂恿我加人家QQ，我加了，但不知道聊什么，原本正常的事在我这变成了负担，为此我闷闷不乐了一下午[难过],我交际圈挺窄的，到了大三没什么活动，周围就更没什么男生了。今天上午学校吐槽墙上有个男生征友，条件还蛮好室友怂恿我加人家QQ，我加了，但不知道聊什么，原本正常的事在我这变成了负担，为此我闷闷不乐了一下午,0.5350482592176715,1.0,0.9224283150041537
如果最初进入婚姻就没什么期待呢，那获得什么好的东西是不是都算惊喜[脸红],如果最初进入婚姻就没什么期待呢，那获得什么好的东西是不是都算惊喜,0.3594573740249155,1.0,0.8963466357584471
96年，女，163，浙江人在杭州，工作不忙，没什么朋友，朋友们同事们都觉得我是很好的女孩，但是其实我自己非常害怕又渴望进入一段亲密关系，间歇性疯狂想交友，持续性想一个人静静。,年，女，，浙江人在杭州，工作不忙，没什么朋友，朋友们同事们都觉得我是很好的女孩，但是其实我自己非常害怕又渴望进入一段亲密关系，间歇性疯狂想交友，持续性想一个人静静。,0.3594573740249155,1.0,0.7966052223901707
我从来不会因为没钱谈恋爱自卑，有多少钱干多少事，不会打肿脸充胖子，会跟女朋友说清楚我有什么没什么，谈恋爱要双方共同发财的。,我从来不会因为没钱谈恋爱自卑，有多少钱干多少事，不会打肿脸充胖子，会跟女朋友说清楚我有什么没什么，谈恋爱要双方共同发财的。,0.3594573740249155,1.0,0.6775285177605034
是情感和利益结合的交换[doge]，我感觉自己没什么好换的。太过普通无法吸引优秀的另一半，身边人认为对等条件的看不上[doge]。说不定年纪大了就想开了，自然解局,是情感和利益结合的交换，我感觉自己没什么好换的。太过普通无法吸引优秀的另一半，身边人认为对等条件的看不上。说不定年纪大了就想开了，自然解局,0.3594573740249155,1.0,0.9022639365272345
知道没什么修改婚姻法吗？因为骗婚的太多了，一上来先要求加名字,知道没什么修改婚姻法吗？因为骗婚的太多了，一上来先要求加名字,0.0,1.0,0.7272629859049524
都是一群没什么恋爱经验的传统男，真正有过爱情的都知道婚姻是爱情的坟墓。应该反结婚推崇只谈恋爱不结婚，推崇纯粹感情，而不是争夺利益勾心斗角。,都是一群没什么恋爱经验的传统男，真正有过爱情的都知道婚姻是爱情的坟墓。应该反结婚推崇只谈恋爱不结婚，推崇纯粹感情，而不是争夺利益勾心斗角。,0.3594573740249155,1.0,0.885617410860656
老公先出轨还是和异性 她后出轨而且是同性 我觉得没什么错,老公先出轨还是和异性 她后出轨而且是同性 我觉得没什么错,0.3594573740249155,1.0,0.5871039654424189
结婚也好，不结婚也好，本质其实就像是吃不吃香菜，有的人爱吃，有的人不爱吃，有的人原本不爱吃后来还是吃了，有的人原本爱吃后来又不吃了。凡此种种，无非个人选择罢了。只是有一个问题，我爱不爱吃，关他人何事？对吧，人这辈子是活给自己的，简单一点，随性一点，没什么大不了的。至于别人么，无所谓啦。,结婚也好，不结婚也好，本质其实就像是吃不吃香菜，有的人爱吃，有的人不爱吃，有的人原本不爱吃后来还是吃了，有的人原本爱吃后来又不吃了。凡此种种，无非个人选择罢了。只是有一个问题，我爱不爱吃，关他人何事？对吧，人这辈子是活给自己的，简单一点，随性一点，没什么大不了的。至于别人么，无所谓啦。,0.3594573740249155,1.0,0.8198530092068266
我不想结婚的原因：1.婚后好多杂七杂八的事儿我觉得很烦，怕自己处理不好这些事情2.婆媳关系(我身边没有见过一对婆媳关系好的，都是互相对对方不满)。这两点让我对结婚唯恐避之不及，我甚至觉得自己以后婚姻幸福，家庭美满都是不可能的事，是我的幻想。我原生家庭没什么问题，但是不知道自己从什么时候开始就特别恐惧结婚[笑哭][笑哭],我不想结婚的原因：.婚后好多杂七杂八的事儿我觉得很烦，怕自己处理不好这些事情.婆媳关系(我身边没有见过一对婆媳关系好的，都是互相对对方不满)。这两点让我对结婚唯恐避之不及，我甚至觉得自己以后婚姻幸福，家庭美满都是不可能的事，是我的幻想。我原生家庭没什么问题，但是不知道自己从什么时候开始就特别恐惧结婚,0.3594573740249155,1.0,0.7074557130621568
分房睡  除了孩子没什么话题  都快一年多了  我是真的没法子 凯哥能不能帮我一下,分房睡 除了孩子没什么话题 都快一年多了 我是真的没法子 凯哥能不能帮我一下,0.3594573740249155,1.0,0.8514274419264727
其实没什么条文是保护爱情的吧，估计爱情本身也不需要保护，真正的爱自然而然生，不因任何条件而变，其实根本也不需要保护，文中说的爱情特指双人的那种爱情，其实所有感情说没就没，说产生就产生，也没什么能被保护的条件，但是财产是绝对会被条文保护的,其实没什么条文是保护爱情的吧，估计爱情本身也不需要保护，真正的爱自然而然生，不因任何条件而变，其实根本也不需要保护，文中说的爱情特指双人的那种爱情，其实所有感情说没就没，说产生就产生，也没什么能被保护的条件，但是财产是绝对会被条文保护的,0.3594573740249155,1.0,0.8532190773522244
优质的恋爱，一定是相互促进，相互理解，相互支持和成就的！一定不能拖后腿，因为这而分手，这也没什么好值得留恋的！我想我可以和自己和解了，她没什么值得留恋的,优质的恋爱，一定是相互促进，相互理解，相互支持和成就的！一定不能拖后腿，因为这而分手，这也没什么好值得留恋的！我想我可以和自己和解了，她没什么值得留恋的,0.3594573740249155,1.0,0.6491435572438484
以前单身一个人的时候，每天没什么烦恼，想干啥就干啥，嫁人以后，烦恼变多了，隔三差五和不懂事的老公生气，每次还都得让着他，生气气的我肚子疼头疼，哭的眼睛疼，能不结婚还是不要结了吧,以前单身一个人的时候，每天没什么烦恼，想干啥就干啥，嫁人以后，烦恼变多了，隔三差五和不懂事的老公生气，每次还都得让着他，生气气的我肚子疼头疼，哭的眼睛疼，能不结婚还是不要结了吧,0.3594573740249155,1.0,0.8968268263980326
其实我觉得包办婚姻没什么不好打我男生[笑哭]找不到女朋友[笑哭],其实我觉得包办婚姻没什么不好打我男生找不到女朋友,0.3594573740249155,1.0,0.6735481950698821
没错，有的人可能会想，我经营一段健康的恋爱关系和好好打拼事业并不冲突，其实你根本做不到，人的精力是有限的，必须要有所舍弃，先强大自己，等自己有这个实力和时间去兼顾别人的时候也不迟，恋爱嘛谈来谈去都差不多，没什么新鲜的,没错，有的人可能会想，我经营一段健康的恋爱关系和好好打拼事业并不冲突，其实你根本做不到，人的精力是有限的，必须要有所舍弃，先强大自己，等自己有这个实力和时间去兼顾别人的时候也不迟，恋爱嘛谈来谈去都差不多，没什么新鲜的,0.3594573740249155,1.0,0.7857251206961282
二个人都是可以的，但是只能说没在合适的年龄相遇，观念不同。女生比较早熟也更喜欢想以后的事，而这个男生嘛，准确说他就是在自己身份年龄做的事也没什么错，只能说二个人在不合适的时候在一起了。,二个人都是可以的，但是只能说没在合适的年龄相遇，观念不同。女生比较早熟也更喜欢想以后的事，而这个男生嘛，准确说他就是在自己身份年龄做的事也没什么错，只能说二个人在不合适的时候在一起了。,0.3594573740249155,1.0,0.6543537759492277
"这个时代不结婚是明智之举！
因为我发现当代很多女性对于婚姻的看法和选择公司是差不多的
离婚或者出轨就跟换一个公司一样轻松简单，几乎可以说是基本上没什么心理压力
甚至还能转移矛盾，将这个说成你的问题，因为觉得婚姻关系中你是老板，但你钱没给够，所以我要换人",这个时代不结婚是明智之举！ 因为我发现当代很多女性对于婚姻的看法和选择公司是差不多的 离婚或者出轨就跟换一个公司一样轻松简单，几乎可以说是基本上没什么心理压力 甚至还能转移矛盾，将这个说成你的问题，因为觉得婚姻关系中你是老板，但你钱没给够，所以我要换人,0.3594573740249155,1.0,0.9142326386972031
躺平没什么的，但婚姻双方都是好人是基础的也是远远不够的。赚钱少好好生活也行，有人要是仗着娶了老婆或嫁个老公摆烂了，那别人随时可以踢出局,躺平没什么的，但婚姻双方都是好人是基础的也是远远不够的。赚钱少好好生活也行，有人要是仗着娶了老婆或嫁个老公摆烂了，那别人随时可以踢出局,0.3594573740249155,1.0,0.9178718324464743
庆幸大学谈过一个真正喜欢我的，就不会被骗也不会被吊着了，对方不喜欢也是能一眼分辨，能成的，不需要你学套路，用套路才能搞来的，也没什么用，因为别人也会用同样的套路撬走。但是要有遇不到喜欢你的准备。大家如果互相不喜欢，那就留好随时脱身的后手，不要上头葬送身家。,庆幸大学谈过一个真正喜欢我的，就不会被骗也不会被吊着了，对方不喜欢也是能一眼分辨，能成的，不需要你学套路，用套路才能搞来的，也没什么用，因为别人也会用同样的套路撬走。但是要有遇不到喜欢你的准备。大家如果互相不喜欢，那就留好随时脱身的后手，不要上头葬送身家。,0.3594573740249155,1.0,0.7646789247036974
个人觉得新人是没什么选择权的 大多数婚礼都被搞得中不中西不西的 这也不是大家故意的 更多的是那些婚庆公司自己研究的 比如怎么能少花成本然后让你多掏钱 而且就算弄的很传统或者很正宗 在多数为了还人情而来的宾客眼里 更多的是伴手礼怎么样菜色如何之类的,个人觉得新人是没什么选择权的 大多数婚礼都被搞得中不中西不西的 这也不是大家故意的 更多的是那些婚庆公司自己研究的 比如怎么能少花成本然后让你多掏钱 而且就算弄的很传统或者很正宗 在多数为了还人情而来的宾客眼里 更多的是伴手礼怎么样菜色如何之类的,0.3594573740249155,1.0,0.7394833198869635
我前男友就是个毛子，实际上也没什么特别的，就正常的男的，可能是比中国男生浪漫一点，但是真的渣。当时在一起，是严肃确定过的。毛子不太开朗，不搞笑，多数是这样的，也有幽默的人，比较少。,我前男友就是个毛子，实际上也没什么特别的，就正常的男的，可能是比中国男生浪漫一点，但是真的渣。当时在一起，是严肃确定过的。毛子不太开朗，不搞笑，多数是这样的，也有幽默的人，比较少。,0.3594573740249155,1.0,0.896107938715863
门当户对就是两个家庭，家风，观念，思维方式，包括一些平常生活习惯的碰撞，相差太大，必然有分歧会有矛盾，只能是找性格相符或相近才行，男女都别高攀，高攀就是要受制于人，更可能没什么尊严可谈，因为人家一切都好与你，说不好听点：就是人家的高级保姆和高级佣人,门当户对就是两个家庭，家风，观念，思维方式，包括一些平常生活习惯的碰撞，相差太大，必然有分歧会有矛盾，只能是找性格相符或相近才行，男女都别高攀，高攀就是要受制于人，更可能没什么尊严可谈，因为人家一切都好与你，说不好听点：就是人家的高级保姆和高级佣人,0.3594573740249155,1.0,0.7711242817289992
我觉得没什么好骂女生的，也不用站在道德制高点指责别人，女生本质上内心不能接受来自农村的伴侣，她有可能害怕这是一个拖累自己的婚姻关系，毕竟婚后是不能只在大城市过二人世界的，男方家里每一个习俗都让她直面一次，害怕一次，尽管对男生有爱但也抵销不了这种害怕，从这个女生的角度来看，你一次次无意识地选择导向了不要进入这种婚姻生活，你要相信自己的感受，否则婚后有可能你的一丝丝害怕都会得到验证，没什么好后悔没什么好挽回的,我觉得没什么好骂女生的，也不用站在道德制高点指责别人，女生本质上内心不能接受来自农村的伴侣，她有可能害怕这是一个拖累自己的婚姻关系，毕竟婚后是不能只在大城市过二人世界的，男方家里每一个习俗都让她直面一次，害怕一次，尽管对男生有爱但也抵销不了这种害怕，从这个女生的角度来看，你一次次无意识地选择导向了不要进入这种婚姻生活，你要相信自己的感受，否则婚后有可能你的一丝丝害怕都会得到验证，没什么好后悔没什么好挽回的,0.3594573740249155,1.0,1.0
